E 0 0 2.5000000000000005e-03 2.5000029287830781e-03 2.6999968369301801e+03 4.2499299068455393e-01 4.2499878158147941e-01 3.8044195840213176e-09 1.5891671511505310e-09 1.1243485827555759e-05 -4.7699330488490043e-06 -4.7699330488490043e-06 -1.0071972263183761e-05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 2.6332267323132369e+03 -3.2012973482209090e+03 -3.2012973482209090e+03 -1.2659220426888043e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000112438677149e+00 8.9229017607457839e-06 -1.8462950239603855e-05 9.9998992755770388e-01 1.9263142501420796e+04 0.0000000000000000e+00 0.0000000000000000e+00
E 1 0 2.5000000000000005e-03 2.5000032705501758e-03 2.6999964678087763e+03 4.7499263553638799e-01 4.2499847748807273e-01 -6.4201379568133121e-09 -3.8353916724331498e-09 1.2879218185833392e-05 1.3210499747299145e-06 1.3210499747299145e-06 -1.1570995248095628e-05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 5.9789394878226385e+03 8.8661072129533898e+02 8.8661072129533898e+02 -1.1417370317813857e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000128794529368e+00 6.5051709316140698e-06 -3.8630353084723198e-06 9.9998842887338635e-01 2.1511048305067681e+04 0.0000000000000000e+00 0.0000000000000000e+00
E 2 0 2.5000000000000005e-03 2.5000028581440015e-03 2.6999969131999019e+03 5.2499279343619465e-01 4.2499858201579910e-01 9.4224854365291238e-09 2.1842854908921925e-09 1.2644686297913347e-05 2.6088073655637278e-06 2.6088073655637278e-06 -1.1501426514326421e-05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 3.1090541424770822e+03 1.7508774265529378e+03 1.7508774265529378e+03 -1.4083161286187100e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000126447189701e+00 3.4893332471556082e-06 1.7284496475858500e-06 9.9998849863899453e-01 1.8798566911345144e+04 0.0000000000000000e+00 0.0000000000000000e+00
E 3 0 2.5000000000000005e-03 2.5000017345835714e-03 2.6999981266623827e+03 5.7499321424971772e-01 4.2499859918934629e-01 -5.9878986948537330e-10 6.0515258524727082e-10 1.2140238892483610e-05 2.6015610461504442e-06 2.6015610461504442e-06 -1.1446404463135432e-05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -4.6193811489908630e+03 1.7460141249330791e+03 1.7460141249330791e+03 -2.1436113720864181e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000121402144311e+00 1.0652460326074576e-06 4.1380510216211245e-06 9.9998855370923712e-01 1.1408686925536811e+04 0.0000000000000000e+00 0.0000000000000000e+00
E 4 0 2.5000000000000005e-03 2.5000012686010519e-03 2.6999986299143579e+03 6.2499376805407936e-01 4.2499864768461154e-01 -5.3762699080382919e-09 -1.0930433638206363e-09 1.1596120190024746e-05 2.0282629065480346e-06 2.0282629065480346e-06 -1.1088671218001026e-05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -8.0492888046467042e+03 1.3612502728509862e+03 1.3612502728509862e+03 -2.4260751613032797e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000115960915308e+00 -5.7468102967622916e-07 4.6312904781189399e-06 9.9998891142973700e-01 8.3439596071012129e+03 0.0000000000000000e+00 0.0000000000000000e+00
E 5 0 2.5000000000000005e-03 2.5000010735787403e-03 2.6999988405307922e+03 6.7499434937462588e-01 4.2499876535065206e-01 2.6918066730537865e-09 -1.1989360188001932e-10 1.0793740849883717e-05 1.7332715933396689e-06 1.7332715933396689e-06 -1.0364310468449156e-05 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -9.8706544486544608e+03 1.1632695257312405e+03 1.1632695257312405e+03 -2.5057459478721321e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000107937096789e+00 -1.5092032609180300e-06 4.9757561005485380e-06 9.9998963577582489e-01 7.0611035873501705e+03 0.0000000000000000e+00 0.0000000000000000e+00
E 6 0 2.5000000000000005e-03 2.5000005340997241e-03 2.6999994231503206e+03 7.2499487477844415e-01 4.2499888418910448e-01 4.7784299766595965e-09 5.5979674336676926e-10 9.7539833007426769e-06 1.6638072791453164e-06 1.6638072791453164e-06 -9.5403360506094945e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.4116590197659421e+04 1.1166491806342767e+03 1.1166491806342767e+03 -2.8052568404251600e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000097539405521e+00 -2.0385864208666004e-06 5.3661655941203565e-06 9.9999045973644596e-01 3.5129916968271095e+03 0.0000000000000000e+00 0.0000000000000000e+00
E 7 0 2.5000000000000005e-03 2.5000001356139147e-03 2.6999998535503055e+03 7.7499532315986142e-01 4.2499897834632938e-01 -1.8696178992024281e-09 5.7566365793724721e-11 8.8203925705430424e-06 1.4414193673238479e-06 1.4414193673238479e-06 -8.7661478896915857e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.7364210115522110e+04 9.6739554853945651e+02 9.6739554853945651e+02 -3.0154027992505427e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000088203440400e+00 -2.3179162878373028e-06 5.2007162219271202e-06 9.9999123391319333e-01 8.9194273883099174e+02 0.0000000000000000e+00 0.0000000000000000e+00
E 8 0 2.5000000000000005e-03 2.4999999448136910e-03 2.7000000596073601e+03 8.2499573371204171e-01 4.2499906798517906e-01 -3.3162584559513443e-09 -2.3225636176047560e-10 8.0361652416393505e-06 1.0668218440639319e-06 1.0668218440639319e-06 -8.0582390037107262e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -1.9145437753442726e+04 7.1598781480800994e+02 7.1598781480800994e+02 -3.0933821929161364e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000080361191912e+00 -2.3501825981354496e-06 4.4838126505964782e-06 9.9999194180857010e-01 -3.6295783271099071e+02 0.0000000000000000e+00 0.0000000000000000e+00
E 9 0 2.5000000000000005e-03 2.4999997587428113e-03 2.7000002605607324e+03 8.7499612072362420e-01 4.2499915757505785e-01 2.0348361654565145e-09 5.8444736174556513e-11 7.3169765654127609e-06 8.2126638925954850e-07 8.2126638925954850e-07 -7.4134739704428073e-06 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 -2.0851859182115215e+04 5.5118549614730011e+02 5.5118549614730011e+02 -3.1724838183676678e+04 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 1 1.0000073169321457e+00 -2.2012199601606091e-06 3.8437516816501273e-06 9.9999258656351420e-01 -1.5867022974737358e+03 0.0000000000000000e+00 0.0000000000000000e+00
